TOW [0.001 s],WNc [w],Type,AutoBase,Flag2D,Error,Latitude [rad],Longitude [rad],Height [m],Undulation [m],Vn [m/s],Ve [m/s],Vu [m/s],COG [°],RxClkBias [ms],RxClkDrift [ppm],TimeSystem,Datum,NrSV,LC,FC,I,AI,PA,DiffCorrType,ReferenceID,MeanCorrAge [0.01 s],SignalInfo,RAIM integrity flag,Integrity failed,Storm Flag,Accuracy limit exceeded,NrBases,SeedAge [s],SeedType,Latency [0.0001 s],HAccuracy [0.01 m],VAccuracy [0.01 m],Misc,Baseline,Phase center variation,SIGIL,RTCMV,PPVTAge,ARPMarkerOffset
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
384548500,2355,1,0,0,0,0.887346009653,0.076633119229,115.867,47.352,0.001,0.004,-0.004,NaN,-0.020157,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,95,257,401,96,0,0,0,0,2,1
384548600,2355,1,0,0,0,0.887346009319,0.076633119357,115.866,47.352,-0.004,0.004,-0.004,NaN,-0.020162,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,99,257,401,80,0,0,0,0,1,1
384548700,2355,1,0,0,0,0.887346009280,0.076633119511,115.869,47.352,-0.007,0.003,-0.005,NaN,-0.020167,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,84,258,401,80,0,0,0,0,1,1
384548800,2355,1,0,0,0,0.887346009496,0.076633119661,115.868,47.352,-0.004,0.002,-0.003,NaN,-0.020171,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,102,258,401,80,0,0,0,0,1,1
384548900,2355,1,0,0,0,0.887346009543,0.076633119664,115.866,47.352,-0.001,0.001,-0.004,NaN,-0.020176,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,81,258,402,80,0,0,0,0,1,1
384549000,2355,1,0,0,0,0.887346009553,0.076633119726,115.867,47.352,-0.001,-0.002,-0.006,NaN,-0.020180,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,105,258,402,96,0,0,0,0,2,1
384549100,2355,1,0,0,0,0.887346009428,0.076633119375,115.867,47.352,-0.002,-0.002,-0.006,NaN,-0.020185,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,86,259,403,80,0,0,0,0,1,1
384549200,2355,1,0,0,0,0.887346009396,0.076633119341,115.868,47.352,-0.003,-0.001,-0.005,NaN,-0.020189,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,94,259,403,80,0,0,0,0,1,1
384549300,2355,1,0,0,0,0.887346009620,0.076633119212,115.869,47.352,-0.000,0.001,-0.002,NaN,-0.020194,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,85,259,404,80,0,0,0,0,1,1
384549400,2355,1,0,0,0,0.887346010129,0.076633118948,115.871,47.352,0.005,0.001,0.001,NaN,-0.020198,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,103,259,404,80,0,0,0,0,1,1
384549500,2355,1,0,0,0,0.887346009834,0.076633118589,115.870,47.352,0.003,-0.000,-0.000,NaN,-0.020203,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,91,259,405,96,0,0,0,0,2,1
384549600,2355,1,0,0,0,0.887346009628,0.076633118533,115.870,47.352,-0.002,-0.002,-0.002,NaN,-0.020207,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,101,259,405,80,0,0,0,0,1,1
384549700,2355,1,0,0,0,0.887346009657,0.076633118751,115.872,47.352,-0.003,-0.001,-0.000,NaN,-0.020212,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,84,259,406,80,0,0,0,0,1,1
384549800,2355,1,0,0,0,0.887346009567,0.076633118783,115.873,47.352,-0.003,0.002,0.002,NaN,-0.020216,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,104,259,406,80,0,0,0,0,1,1
384549900,2355,1,0,0,0,0.887346009963,0.076633118953,115.873,47.352,0.001,0.004,0.002,NaN,-0.020221,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,78,259,405,80,0,0,0,0,1,1
384550000,2355,1,0,0,0,0.887346010021,0.076633118972,115.872,47.352,0.005,0.004,-0.002,NaN,-0.020226,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,105,258,403,96,0,0,0,0,2,1
384550100,2355,1,0,0,0,0.887346010073,0.076633119072,115.870,47.352,0.003,0.002,-0.005,NaN,-0.020230,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,79,257,402,80,0,0,0,0,1,1
384550200,2355,1,0,0,0,0.887346010256,0.076633119220,115.873,47.352,0.001,0.001,-0.002,NaN,-0.020235,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,103,257,402,80,0,0,0,0,1,1
384550300,2355,1,0,0,0,0.887346010326,0.076633119341,115.873,47.352,0.000,0.000,0.002,NaN,-0.020239,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,87,257,402,80,0,0,0,0,1,1
384550400,2355,1,0,0,0,0.887346010478,0.076633119575,115.872,47.352,0.001,0.001,0.000,NaN,-0.020244,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,100,257,401,80,0,0,0,0,1,1
384550500,2355,1,0,0,0,0.887346010882,0.076633119586,115.872,47.352,0.003,0.000,-0.002,NaN,-0.020248,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,88,257,401,96,0,0,0,0,2,1
384550600,2355,1,0,0,0,0.887346010879,0.076633119590,115.872,47.352,0.004,-0.002,-0.002,NaN,-0.020253,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,98,257,401,80,0,0,0,0,1,1
384550700,2355,1,0,0,0,0.887346010649,0.076633119600,115.872,47.352,0.001,-0.001,-0.003,NaN,-0.020257,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,83,257,401,80,0,0,0,0,1,1
384550800,2355,1,0,0,0,0.887346010790,0.076633119650,115.873,47.352,-0.000,0.001,-0.003,NaN,-0.020262,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,99,257,401,80,0,0,0,0,1,1
384550900,2355,1,0,0,0,0.887346010805,0.076633119521,115.875,47.352,0.001,0.001,-0.004,NaN,-0.020266,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,80,258,402,80,0,0,0,0,1,1
384551000,2355,1,0,0,0,0.887346010646,0.076633119538,115.876,47.352,-0.000,-0.000,-0.003,NaN,-0.020271,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,106,258,403,96,0,0,0,0,2,1
384551100,2355,1,0,0,0,0.887346010899,0.076633119676,115.879,47.352,-0.001,0.001,-0.001,NaN,-0.020275,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,91,260,404,80,0,0,0,0,1,1
384551200,2355,1,0,0,0,0.887346010765,0.076633119653,115.881,47.352,-0.001,0.001,-0.000,NaN,-0.020280,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,102,260,406,80,0,0,0,0,1,1
384551300,2355,1,0,0,0,0.887346010770,0.076633119667,115.882,47.352,-0.004,-0.001,-0.003,NaN,-0.020284,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,94,261,407,80,0,0,0,0,1,1
384551400,2355,1,0,0,0,0.887346010871,0.076633119589,115.886,47.352,-0.003,-0.003,-0.003,NaN,-0.020289,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,104,261,407,80,0,0,0,0,1,1
384551500,2355,1,0,0,0,0.887346011049,0.076633119812,115.887,47.352,-0.001,-0.002,-0.002,NaN,-0.020293,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,94,261,407,96,0,0,0,0,2,1
384551600,2355,1,0,0,0,0.887346011130,0.076633120035,115.888,47.352,-0.001,0.001,-0.004,NaN,-0.020298,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,98,261,406,80,0,0,0,0,1,1
384551700,2355,1,0,0,0,0.887346011334,0.076633120166,115.889,47.352,-0.001,0.001,-0.005,NaN,-0.020302,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,83,261,406,80,0,0,0,0,1,1
384551800,2355,1,0,0,0,0.887346011450,0.076633120163,115.894,47.352,-0.000,-0.001,-0.001,NaN,-0.020307,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,100,261,406,80,0,0,0,0,1,1
384551900,2355,1,0,0,0,0.887346011635,0.076633120381,115.892,47.352,-0.001,-0.001,0.000,NaN,-0.020311,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,85,261,406,80,0,0,0,0,1,1
384552000,2355,1,0,0,0,0.887346011929,0.076633120560,115.892,47.352,-0.000,0.002,-0.004,NaN,-0.020316,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,105,260,405,96,0,0,0,0,2,1
384552100,2355,1,0,0,0,0.887346011758,0.076633120830,115.892,47.352,-0.001,0.003,-0.006,NaN,-0.020320,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,96,260,404,80,0,0,0,0,1,1
384552200,2355,1,0,0,0,0.887346011892,0.076633121100,115.895,47.352,-0.001,0.001,-0.002,NaN,-0.020325,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,101,260,404,80,0,0,0,0,1,1
384552300,2355,1,0,0,0,0.887346011898,0.076633121212,115.896,47.352,0.001,-0.002,0.001,NaN,-0.020329,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,92,259,404,80,0,0,0,0,1,1
384552400,2355,1,0,0,0,0.887346011977,0.076633121592,115.893,47.352,0.001,-0.001,-0.002,NaN,-0.020334,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,101,259,405,80,0,0,0,0,1,1
384552500,2355,1,0,0,0,0.887346011908,0.076633121923,115.893,47.352,0.002,0.001,-0.006,NaN,-0.020338,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,91,259,405,96,0,0,0,0,2,1
384552600,2355,1,0,0,0,0.887346011602,0.076633122175,115.894,47.352,-0.002,0.002,-0.006,NaN,-0.020343,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,101,259,405,80,0,0,0,0,1,1
384552700,2355,1,0,0,0,0.887346011777,0.076633122619,115.895,47.352,-0.005,0.005,-0.002,NaN,-0.020347,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,81,260,406,80,0,0,0,0,1,1
384552800,2355,1,0,0,0,0.887346011847,0.076633122525,115.896,47.352,-0.004,0.004,-0.001,NaN,-0.020352,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,99,260,406,80,0,0,0,0,1,1
384552900,2355,1,0,0,0,0.887346012148,0.076633122693,115.898,47.352,-0.001,-0.000,-0.001,NaN,-0.020356,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,77,259,406,80,0,0,0,0,1,1
384553000,2355,1,0,0,0,0.887346012474,0.076633122924,115.897,47.352,0.005,-0.000,-0.003,NaN,-0.020361,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,114,259,406,96,0,0,0,0,2,1
384553100,2355,1,0,0,0,0.887346012832,0.076633122803,115.900,47.352,0.005,0.001,-0.004,NaN,-0.020366,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,87,259,405,80,0,0,0,0,1,1
384553200,2355,1,0,0,0,0.887346013255,0.076633122755,115.905,47.352,0.003,0.001,-0.000,NaN,-0.020370,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,100,259,405,80,0,0,0,0,1,1
384553300,2355,1,0,0,0,0.887346013252,0.076633122690,115.908,47.352,0.000,0.000,0.002,NaN,-0.020375,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,85,259,405,80,0,0,0,0,1,1
384553400,2355,1,0,0,0,0.887346013573,0.076633122705,115.909,47.352,-0.001,0.000,-0.000,NaN,-0.020379,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,92,260,405,80,0,0,0,0,1,1
384553500,2355,1,0,0,0,0.887346013380,0.076633122682,115.911,47.352,-0.002,0.000,-0.002,NaN,-0.020384,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,83,260,405,96,0,0,0,0,2,1
384553600,2355,1,0,0,0,0.887346013640,0.076633122875,115.914,47.352,-0.003,0.001,-0.002,NaN,-0.020388,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,94,260,406,80,0,0,0,0,1,1
384553700,2355,1,0,0,0,0.887346013543,0.076633122904,115.915,47.352,-0.003,0.001,-0.001,NaN,-0.020393,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,80,260,406,80,0,0,0,0,1,1
384553800,2355,1,0,0,0,0.887346013463,0.076633123098,115.917,47.352,-0.005,-0.000,-0.001,NaN,-0.020397,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,96,260,406,80,0,0,0,0,1,1
384553900,2355,1,0,0,0,0.887346013553,0.076633123397,115.918,47.352,-0.002,0.001,-0.002,NaN,-0.020402,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,88,260,405,80,0,0,0,0,1,1
384554000,2355,1,0,0,0,0.887346013284,0.076633123487,115.918,47.352,-0.001,0.001,-0.003,NaN,-0.020406,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,105,259,405,96,0,0,0,0,2,1
384554100,2355,1,0,0,0,0.887346013695,0.076633123656,115.922,47.352,-0.000,0.001,-0.002,NaN,-0.020411,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,90,259,404,80,0,0,0,0,1,1
384554200,2355,1,0,0,0,0.887346013772,0.076633123771,115.924,47.352,0.003,0.000,-0.001,NaN,-0.020415,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,99,259,404,80,0,0,0,0,1,1
384554300,2355,1,0,0,0,0.887346013740,0.076633123856,115.926,47.352,0.001,-0.000,-0.002,NaN,-0.020420,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,84,259,405,80,0,0,0,0,1,1
384554400,2355,1,0,0,0,0.887346013789,0.076633123898,115.929,47.352,-0.003,-0.000,-0.002,NaN,-0.020424,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,108,259,405,80,0,0,0,0,1,1
384554500,2355,1,0,0,0,0.887346013871,0.076633124087,115.933,47.352,-0.002,0.001,-0.000,NaN,-0.020429,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,88,259,406,96,0,0,0,0,2,1
384554600,2355,1,0,0,0,0.887346014194,0.076633124250,115.936,47.352,0.001,0.001,0.003,NaN,-0.020434,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,93,260,407,80,0,0,0,0,1,1
384554700,2355,1,0,0,0,0.887346013953,0.076633124352,115.938,47.352,-0.000,0.001,0.003,NaN,-0.020438,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,88,261,408,80,0,0,0,0,1,1
384554800,2355,1,0,0,0,0.887346014292,0.076633124409,115.940,47.352,-0.002,-0.000,-0.000,NaN,-0.020443,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,104,261,408,80,0,0,0,0,1,1
384554900,2355,1,0,0,0,0.887346014376,0.076633124581,115.944,47.352,-0.001,-0.000,0.000,NaN,-0.020447,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,87,261,409,80,0,0,0,0,1,1
384555000,2355,1,0,0,0,0.887346014521,0.076633124698,115.946,47.352,-0.000,0.000,0.002,NaN,-0.020452,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,111,261,409,96,0,0,0,0,2,1
384555100,2355,1,0,0,0,0.887346014537,0.076633124740,115.947,47.352,-0.001,-0.000,-0.000,NaN,-0.020456,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,90,261,408,80,0,0,0,0,1,1
384555200,2355,1,0,0,0,0.887346014861,0.076633124914,115.951,47.352,-0.000,0.000,-0.001,NaN,-0.020461,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,99,261,408,80,0,0,0,0,1,1
384555300,2355,1,0,0,0,0.887346014932,0.076633125054,115.953,47.352,0.002,0.001,0.002,NaN,-0.020465,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,82,260,407,80,0,0,0,0,1,1
384555400,2355,1,0,0,0,0.887346014952,0.076633125030,115.955,47.352,0.001,0.000,0.002,NaN,-0.020470,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,98,260,407,80,0,0,0,0,1,1
384555500,2355,1,0,0,0,0.887346015144,0.076633125152,115.956,47.352,-0.000,-0.002,-0.000,NaN,-0.020474,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,87,259,406,96,0,0,0,0,2,1
384555600,2355,1,0,0,0,0.887346015068,0.076633125229,115.957,47.352,-0.000,-0.001,-0.001,NaN,-0.020479,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,95,259,405,80,0,0,0,0,1,1
384555700,2355,1,0,0,0,0.887346015130,0.076633125416,115.958,47.352,-0.000,0.002,0.000,NaN,-0.020483,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,85,259,405,80,0,0,0,0,1,1
384555800,2355,1,0,0,0,0.887346015167,0.076633125389,115.960,47.352,0.001,0.002,0.001,NaN,-0.020488,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,110,259,405,80,0,0,0,0,1,1
384555900,2355,1,0,0,0,0.887346015356,0.076633125352,115.963,47.352,0.002,-0.001,0.003,NaN,-0.020492,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,86,259,405,80,0,0,0,0,1,1
384556000,2355,1,0,0,0,0.887346015362,0.076633125470,115.964,47.352,0.003,-0.001,0.003,NaN,-0.020497,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,109,260,405,96,0,0,0,0,2,1
384556100,2355,1,0,0,0,0.887346015416,0.076633125837,115.963,47.352,0.002,0.002,0.001,NaN,-0.020501,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,85,260,405,80,0,0,0,0,1,1
384556200,2355,1,0,0,0,0.887346015345,0.076633126015,115.962,47.352,0.000,0.003,-0.002,NaN,-0.020506,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,100,260,406,80,0,0,0,0,1,1
384556300,2355,1,0,0,0,0.887346015364,0.076633126012,115.962,47.352,-0.001,0.000,-0.004,NaN,-0.020510,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,82,261,406,80,0,0,0,0,1,1
384556400,2355,1,0,0,0,0.887346015623,0.076633126104,115.966,47.352,-0.001,-0.001,-0.002,NaN,-0.020515,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,98,261,406,80,0,0,0,0,1,1
384556500,2355,1,0,0,0,0.887346015832,0.076633126381,115.968,47.352,0.002,0.001,0.000,NaN,-0.020520,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,89,261,406,96,0,0,0,0,2,1
384556600,2355,1,0,0,0,0.887346016142,0.076633126546,115.970,47.352,0.004,-0.000,0.000,NaN,-0.020524,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,97,261,407,80,0,0,0,0,1,1
384556700,2355,1,0,0,0,0.887346016351,0.076633126848,115.972,47.352,0.004,-0.001,-0.000,NaN,-0.020529,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,97,261,407,80,0,0,0,0,1,1
384556800,2355,1,0,0,0,0.887346016495,0.076633126964,115.975,47.352,0.003,-0.001,-0.000,NaN,-0.020533,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,109,262,407,80,0,0,0,0,1,1
384556900,2355,1,0,0,0,0.887346016831,0.076633127352,115.980,47.352,0.002,0.001,0.002,NaN,-0.020538,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,85,262,408,80,0,0,0,0,1,1
384557000,2355,1,0,0,0,0.887346017081,0.076633127679,115.982,47.352,0.002,0.004,0.003,NaN,-0.020542,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,108,262,409,96,0,0,0,0,2,1
384557100,2355,1,0,0,0,0.887346016909,0.076633127979,115.983,47.352,0.003,0.003,0.003,NaN,-0.020547,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,83,263,411,80,0,0,0,0,1,1
384557200,2355,1,0,0,0,0.887346016801,0.076633128000,115.986,47.352,0.002,-0.001,0.004,NaN,-0.020551,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,99,264,412,80,0,0,0,0,1,1
384557300,2355,1,0,0,0,0.887346016256,0.076633128183,115.983,47.352,0.000,-0.003,0.001,NaN,-0.020556,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,88,264,413,80,0,0,0,0,1,1
384557400,2355,1,0,0,0,0.887346016268,0.076633128394,115.984,47.352,-0.002,-0.002,-0.002,NaN,-0.020560,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,104,265,414,80,0,0,0,0,1,1
384557500,2355,1,0,0,0,0.887346016336,0.076633128653,115.987,47.352,0.000,0.000,-0.000,NaN,-0.020565,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,88,266,414,96,0,0,0,0,2,1
384557600,2355,1,0,0,0,0.887346016194,0.076633128762,115.986,47.352,-0.000,0.001,-0.001,NaN,-0.020570,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,101,266,415,80,0,0,0,0,1,1
384557700,2355,1,0,0,0,0.887346016202,0.076633128879,115.987,47.352,-0.002,-0.001,-0.003,NaN,-0.020574,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,87,266,415,80,0,0,0,0,1,1
384557800,2355,1,0,0,0,0.887346016728,0.076633129054,115.990,47.352,0.001,-0.001,-0.001,NaN,-0.020579,-0.046,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,102,267,416,80,0,0,0,0,1,1
384557900,2355,1,0,0,0,0.887346016336,0.076633129329,115.989,47.352,0.000,0.002,0.000,NaN,-0.020583,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,84,267,415,80,0,0,0,0,1,1
384558000,2355,1,0,0,0,0.887346016361,0.076633129388,115.988,47.352,-0.005,0.002,-0.003,NaN,-0.020588,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,101,266,415,96,0,0,0,0,2,1
384558100,2355,1,0,0,0,0.887346016366,0.076633129635,115.990,47.352,-0.003,0.000,-0.003,NaN,-0.020592,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,88,266,413,80,0,0,0,0,1,1
384558200,2355,1,0,0,0,0.887346016323,0.076633129694,115.993,47.352,-0.001,0.000,0.003,NaN,-0.020597,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,91,265,412,80,0,0,0,0,1,1
384558300,2355,1,0,0,0,0.887346016032,0.076633129883,115.990,47.352,-0.002,0.000,0.002,NaN,-0.020601,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,87,264,411,80,0,0,0,0,1,1
384558400,2355,1,0,0,0,0.887346016037,0.076633130130,115.988,47.352,-0.002,0.000,-0.004,NaN,-0.020606,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,89,264,410,80,0,0,0,0,1,1
384558500,2355,1,0,0,0,0.887346016226,0.076633130234,115.991,47.352,0.002,0.000,-0.002,NaN,-0.020610,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,91,263,409,96,0,0,0,0,2,1
384558600,2355,1,0,0,0,0.887346016494,0.076633130519,115.992,47.352,0.003,0.000,0.003,NaN,-0.020615,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,101,262,408,80,0,0,0,0,1,1
384558700,2355,1,0,0,0,0.887346016515,0.076633130698,115.993,47.352,-0.000,-0.000,0.003,NaN,-0.020619,-0.045,0,0,16,0,0,0,0,0,0,NaN,NaN,2228229,1,0,0,0,NaN,0,0,89,262,408,80,0,0,0,0,1,1
