TOW [0.001 s],WNc [w],Type,AutoBase,Flag2D,Error,Latitude [rad],Longitude [rad],Height [m],Undulation [m],Vn [m/s],Ve [m/s],Vu [m/s],COG [°],RxClkBias [ms],RxClkDrift [ppm],TimeSystem,Datum,NrSV,LC,FC,I,AI,PA,DiffCorrType,ReferenceID,MeanCorrAge [0.01 s],SignalInfo,RAIM integrity flag,Integrity failed,Storm Flag,Accuracy limit exceeded,NrBases,SeedAge [s],SeedType,Latency [0.0001 s],HAccuracy [0.01 m],VAccuracy [0.01 m],Misc,Baseline,Phase center variation,SIGIL,RTCMV,PPVTAge,ARPMarkerOffset
384645100,2355,4,0,0,0,0.887346116733,0.076633316662,120.020,47.352,-0.002,-0.002,-0.001,NaN,-0.024396,-0.043,0,0,17,0,0,0,0,0,0,0,210,2228237,1,0,0,0,1,0,0,94,2,2,80,0,0,0,0,1,1
384645200,2355,4,0,0,0,0.887346116770,0.076633316868,120.024,47.352,-0.003,-0.001,0.003,NaN,-0.024400,-0.043,0,0,17,0,0,0,0,0,0,0,220,2228237,1,0,0,0,1,0,0,98,2,2,80,0,0,0,0,1,1
384645300,2355,4,0,0,0,0.887346116667,0.076633316743,120.025,47.352,-0.002,0.001,0.008,NaN,-0.024404,-0.043,0,0,17,0,0,0,0,0,0,0,230,2228237,1,0,0,0,1,0,0,90,2,2,80,0,0,0,0,1,1
384645400,2355,4,0,0,0,0.887346116539,0.076633316830,120.023,47.352,-0.002,0.001,0.005,NaN,-0.024409,-0.043,0,0,17,0,0,0,0,0,0,0,240,2228237,1,0,0,0,1,0,0,99,2,2,80,0,0,0,0,1,1
384645500,2355,4,0,0,0,0.887346116630,0.076633316629,120.025,47.352,-0.001,-0.000,0.003,NaN,-0.024413,-0.043,0,0,17,0,0,0,0,0,0,0,250,2228237,1,0,0,0,1,0,0,90,2,2,96,0,0,0,0,2,1
384645600,2355,4,0,0,0,0.887346116812,0.076633316707,120.024,47.352,0.002,-0.002,0.004,NaN,-0.024417,-0.043,0,0,17,0,0,0,0,0,0,0,160,2228237,1,0,0,0,1,0,0,97,2,2,80,0,0,0,0,1,1
384645700,2355,4,0,0,0,0.887346116735,0.076633316777,120.023,47.352,0.003,-0.000,0.003,NaN,-0.024422,-0.043,0,0,17,0,0,0,0,0,0,0,170,2228237,1,0,0,0,1,0,0,88,2,2,80,0,0,0,0,1,1
384645800,2355,4,0,0,0,0.887346116556,0.076633316605,120.021,47.352,-0.001,-0.000,0.001,NaN,-0.024426,-0.043,0,0,17,0,0,0,0,0,0,0,180,2228237,1,0,0,0,1,0,0,104,2,2,80,0,0,0,0,1,1
384645900,2355,4,0,0,0,0.887346116887,0.076633316770,120.021,47.352,0.001,-0.000,-0.001,NaN,-0.024430,-0.043,0,0,17,0,0,0,0,0,0,0,190,2228237,1,0,0,0,1,0,0,95,2,2,80,0,0,0,0,1,1
384646000,2355,4,0,0,0,0.887346116620,0.076633316735,120.020,47.352,0.002,0.000,-0.001,NaN,-0.024435,-0.043,0,0,17,0,0,0,0,0,0,0,200,2228237,1,0,0,0,1,0,0,112,2,2,96,0,0,0,0,2,1
384646100,2355,4,0,0,0,0.887346116682,0.076633316825,120.020,47.352,0.000,0.001,-0.001,NaN,-0.024439,-0.043,0,0,16,0,0,0,0,0,0,0,210,2228237,1,0,0,0,1,0,0,94,2,2,80,0,0,0,0,1,1
384646200,2355,4,0,0,0,0.887346116657,0.076633316886,120.022,47.352,0.000,0.002,0.000,NaN,-0.024443,-0.043,0,0,16,0,0,0,0,0,0,0,220,2228237,1,0,0,0,1,0,0,100,2,2,80,0,0,0,0,1,1
384646300,2355,4,0,0,0,0.887346116475,0.076633316610,120.024,47.352,0.000,0.000,0.004,NaN,-0.024448,-0.043,0,0,16,0,0,0,0,0,0,0,230,2228237,1,0,0,0,1,0,0,102,2,2,80,0,0,0,0,1,1
384646400,2355,4,0,0,0,0.887346116307,0.076633316562,120.023,47.352,-0.003,-0.002,0.003,NaN,-0.024452,-0.043,0,0,16,0,0,0,0,0,0,0,240,2228237,1,0,0,0,1,0,0,114,2,2,80,0,0,0,0,1,1
384646500,2355,4,0,0,0,0.887346116173,0.076633316370,120.024,47.352,-0.004,-0.002,0.000,NaN,-0.024456,-0.043,0,0,16,0,0,0,0,0,0,0,250,2228237,1,0,0,0,1,0,0,104,2,2,96,0,0,0,0,2,1
384646600,2355,4,0,0,0,0.887346116448,0.076633316411,120.026,47.352,-0.000,-0.002,0.002,NaN,-0.024461,-0.043,0,0,16,0,0,0,0,0,0,0,60,2228237,1,0,0,0,1,0,0,110,2,2,80,0,0,0,0,1,1
384646700,2355,4,0,0,0,0.887346116454,0.076633316496,120.024,47.352,0.002,0.000,0.002,NaN,-0.024465,-0.043,0,0,16,0,0,0,0,0,0,0,70,2228237,1,0,0,0,1,0,0,100,2,2,80,0,0,0,0,1,1
384646800,2355,4,0,0,0,0.887346116632,0.076633316390,120.024,47.352,0.001,0.001,-0.000,NaN,-0.024469,-0.043,0,0,16,0,0,0,0,0,0,0,80,2228237,1,0,0,0,1,0,0,105,2,2,80,0,0,0,0,1,1
384646900,2355,4,0,0,0,0.887346116599,0.076633316360,120.023,47.352,-0.001,-0.001,0.001,NaN,-0.024474,-0.043,0,0,16,0,0,0,0,0,0,0,90,2228237,1,0,0,0,1,0,0,94,2,2,80,0,0,0,0,1,1
384647000,2355,4,0,0,0,0.887346116823,0.076633316423,120.023,47.352,-0.002,0.000,0.001,NaN,-0.024478,-0.043,0,0,16,0,0,0,0,0,0,0,100,2228237,1,0,0,0,1,0,0,112,2,2,96,0,0,0,0,2,1
384647100,2355,4,0,0,0,0.887346116647,0.076633316460,120.023,47.352,-0.001,0.002,0.001,NaN,-0.024482,-0.043,0,0,16,0,0,0,0,0,0,0,110,2228237,1,0,0,0,1,0,0,93,2,2,80,0,0,0,0,1,1
384647200,2355,4,0,0,0,0.887346116849,0.076633316511,120.025,47.352,0.001,0.002,0.002,NaN,-0.024487,-0.043,0,0,16,0,0,0,0,0,0,0,120,2228237,1,0,0,0,1,0,0,107,2,2,80,0,0,0,0,1,1
384647300,2355,4,0,0,0,0.887346116417,0.076633316423,120.022,47.352,-0.000,0.000,0.002,NaN,-0.024491,-0.043,0,0,16,0,0,0,0,0,0,0,130,2228237,1,0,0,0,1,0,0,91,2,2,80,0,0,0,0,1,1
384647400,2355,4,0,0,0,0.887346116871,0.076633316337,120.025,47.352,0.000,-0.001,0.002,NaN,-0.024495,-0.043,0,0,16,0,0,0,0,0,0,0,140,2228237,1,0,0,0,1,0,0,107,2,2,80,0,0,0,0,1,1
384647500,2355,4,0,0,0,0.887346116420,0.076633316400,120.023,47.352,0.002,-0.002,0.002,NaN,-0.024500,-0.043,0,0,16,0,0,0,0,0,0,0,150,2228237,1,0,0,0,1,0,0,97,2,2,96,0,0,0,0,2,1
384647600,2355,4,0,0,0,0.887346116346,0.076633316433,120.022,47.352,-0.003,-0.000,-0.000,NaN,-0.024504,-0.043,0,0,16,0,0,0,0,0,0,0,160,2228237,1,0,0,0,1,0,0,114,2,2,80,0,0,0,0,1,1
384647700,2355,4,0,0,0,0.887346116497,0.076633316522,120.021,47.352,-0.002,0.002,-0.003,NaN,-0.024508,-0.043,0,0,16,0,0,0,0,0,0,0,170,2228237,1,0,0,0,1,0,0,107,2,2,80,0,0,0,0,1,1
384647800,2355,4,0,0,0,0.887346116459,0.076633316445,120.023,47.352,0.002,0.001,-0.002,NaN,-0.024513,-0.043,0,0,16,0,0,0,0,0,0,0,180,2228237,1,0,0,0,1,0,0,122,2,2,80,0,0,0,0,1,1
384647900,2355,4,0,0,0,0.887346116566,0.076633316458,120.025,47.352,0.002,-0.000,0.002,NaN,-0.024517,-0.043,0,0,16,0,0,0,0,0,0,0,190,2228237,1,0,0,0,1,0,0,102,2,2,80,0,0,0,0,1,1
384648000,2355,4,0,0,0,0.887346116488,0.076633316519,120.023,47.352,-0.000,0.000,0.002,NaN,-0.024521,-0.043,0,0,16,0,0,0,0,0,0,0,200,2228237,1,0,0,0,1,0,0,130,2,2,96,0,0,0,0,2,1
384648100,2355,4,0,0,0,0.887346116373,0.076633316473,120.025,47.352,-0.002,0.000,0.002,NaN,-0.024526,-0.043,0,0,16,0,0,0,0,0,0,0,210,2228237,1,0,0,0,1,0,0,91,2,2,80,0,0,0,0,1,1
384648200,2355,4,0,0,0,0.887346116475,0.076633316408,120.026,47.352,-0.001,0.000,0.003,NaN,-0.024530,-0.043,0,0,16,0,0,0,0,0,0,0,220,2228237,1,0,0,0,1,0,0,97,2,2,80,0,0,0,0,1,1
384648300,2355,4,0,0,0,0.887346116549,0.076633316275,120.026,47.352,0.002,-0.001,0.002,NaN,-0.024534,-0.043,0,0,16,0,0,0,0,0,0,0,230,2228237,1,0,0,0,1,0,0,82,2,2,80,0,0,0,0,1,1
384648400,2355,4,0,0,0,0.887346116359,0.076633316350,120.023,47.352,0.000,-0.001,-0.002,NaN,-0.024539,-0.043,0,0,16,0,0,0,0,0,0,0,240,2228237,1,0,0,0,1,0,0,110,2,2,80,0,0,0,0,1,1
384648500,2355,4,0,0,0,0.887346116432,0.076633316299,120.024,47.352,-0.001,-0.001,-0.002,NaN,-0.024543,-0.043,0,0,16,0,0,0,0,0,0,0,250,2228237,1,0,0,0,1,0,0,101,2,2,96,0,0,0,0,2,1
384648600,2355,4,0,0,0,0.887346116486,0.076633316462,120.026,47.352,0.002,0.000,0.002,NaN,-0.024547,-0.043,0,0,16,0,0,0,0,0,0,0,160,2228237,1,0,0,0,1,0,0,113,2,2,80,0,0,0,0,1,1
384648700,2355,4,0,0,0,0.887346116362,0.076633316375,120.026,47.352,0.003,0.001,0.003,NaN,-0.024552,-0.043,0,0,16,0,0,0,0,0,0,0,170,2228237,1,0,0,0,1,0,0,101,2,2,80,0,0,0,0,1,1
384648800,2355,4,0,0,0,0.887346116341,0.076633316539,120.025,47.352,0.000,0.001,-0.000,NaN,-0.024556,-0.043,0,0,16,0,0,0,0,0,0,0,180,2228237,1,0,0,0,1,0,0,113,2,2,80,0,0,0,0,1,1
384648900,2355,4,0,0,0,0.887346116387,0.076633316465,120.025,47.352,0.001,0.000,-0.002,NaN,-0.024560,-0.043,0,0,16,0,0,0,0,0,0,0,190,2228237,1,0,0,0,1,0,0,85,2,2,80,0,0,0,0,1,1
384649000,2355,4,0,0,0,0.887346116226,0.076633316399,120.023,47.352,0.000,-0.002,-0.002,NaN,-0.024565,-0.043,0,0,16,0,0,0,0,0,0,0,200,2228237,1,0,0,0,1,0,0,109,2,2,96,0,0,0,0,2,1
384649100,2355,4,0,0,0,0.887346116238,0.076633316348,120.024,47.352,-0.002,-0.003,-0.002,NaN,-0.024569,-0.043,0,0,17,0,0,0,0,0,0,0,210,2228233,1,0,0,0,1,0,0,92,2,2,80,0,0,0,0,1,1
384649200,2355,4,0,0,0,0.887346116478,0.076633316510,120.024,47.352,0.001,-0.001,-0.000,NaN,-0.024573,-0.044,0,0,17,0,0,0,0,0,0,0,220,2228233,1,0,0,0,1,0,0,114,2,2,80,0,0,0,0,1,1
384649300,2355,4,0,0,0,0.887346116242,0.076633316543,120.024,47.352,0.001,0.002,-0.001,NaN,-0.024578,-0.043,0,0,17,0,0,0,0,0,0,0,230,2228233,1,0,0,0,1,0,0,95,2,2,80,0,0,0,0,1,1
384649400,2355,4,0,0,0,0.887346116276,0.076633316481,120.023,47.352,-0.003,0.001,-0.003,NaN,-0.024582,-0.043,0,0,17,0,0,0,0,0,0,0,240,2228233,1,0,0,0,1,0,0,112,2,2,80,0,0,0,0,1,1
384649500,2355,4,0,0,0,0.887346116369,0.076633316484,120.024,47.352,-0.001,-0.002,-0.001,NaN,-0.024586,-0.043,0,0,17,0,0,0,0,0,0,0,250,2228233,1,0,0,0,1,0,0,106,2,2,96,0,0,0,0,2,1
384649600,2355,4,0,0,0,0.887346116291,0.076633316653,120.025,47.352,0.001,0.000,0.002,NaN,-0.024591,-0.043,0,0,17,0,0,0,0,0,0,0,160,2228233,1,0,0,0,1,0,0,100,2,2,80,0,0,0,0,1,1
384649700,2355,4,0,0,0,0.887346116232,0.076633316666,120.025,47.352,0.001,0.002,0.003,NaN,-0.024595,-0.043,0,0,17,0,0,0,0,0,0,0,170,2228233,1,0,0,0,1,0,0,91,2,2,80,0,0,0,0,1,1
384649800,2355,4,0,0,0,0.887346116103,0.076633316786,120.021,47.352,-0.000,0.002,-0.001,NaN,-0.024599,-0.043,0,0,17,0,0,0,0,0,0,0,180,2228233,1,0,0,0,1,0,0,111,2,2,80,0,0,0,0,1,1
384649900,2355,4,0,0,0,0.887346116121,0.076633316788,120.023,47.352,-0.001,0.001,-0.002,NaN,-0.024604,-0.043,0,0,17,0,0,0,0,0,0,0,190,2228233,1,0,0,0,1,0,0,97,2,2,80,0,0,0,0,1,1
384650000,2355,4,0,0,0,0.887346115891,0.076633316750,120.023,47.352,-0.001,-0.001,0.003,NaN,-0.024608,-0.043,0,0,17,0,0,0,0,0,0,0,200,2228233,1,0,0,0,1,0,0,134,2,2,96,0,0,0,0,2,1
384650100,2355,4,0,0,0,0.887346115515,0.076633316811,120.021,47.352,-0.005,-0.001,0.002,NaN,-0.024612,-0.043,0,0,17,0,0,0,0,0,0,0,210,2228233,1,0,0,0,1,0,0,109,2,2,80,0,0,0,0,1,1
384650200,2355,4,0,0,0,0.887346115611,0.076633316827,120.021,47.352,-0.006,-0.001,-0.001,NaN,-0.024617,-0.043,0,0,17,0,0,0,0,0,0,0,220,2228233,1,0,0,0,1,0,0,113,2,2,80,0,0,0,0,1,1
384650300,2355,4,0,0,0,0.887346115579,0.076633316939,120.018,47.352,-0.003,-0.001,-0.004,NaN,-0.024621,-0.043,0,0,17,0,0,0,0,0,0,0,230,2228233,1,0,0,0,1,0,0,103,2,2,80,0,0,0,0,1,1
384650400,2355,4,0,0,0,0.887346115705,0.076633317101,120.019,47.352,-0.002,0.002,-0.004,NaN,-0.024625,-0.043,0,0,17,0,0,0,0,0,0,0,240,2228233,1,0,0,0,1,0,0,116,2,2,80,0,0,0,0,1,1
384650500,2355,4,0,0,0,0.887346115794,0.076633317021,120.020,47.352,-0.001,0.002,-0.001,NaN,-0.024630,-0.043,0,0,17,0,0,0,0,0,0,0,250,2228233,1,0,0,0,1,0,0,113,2,2,96,0,0,0,0,2,1
384650600,2355,4,0,0,0,0.887346115675,0.076633316780,120.020,47.352,-0.003,-0.002,0.001,NaN,-0.024634,-0.043,0,0,17,0,0,0,0,0,0,0,60,2228233,1,0,0,0,1,0,0,117,2,2,80,0,0,0,0,1,1
384650700,2355,4,0,0,0,0.887346116004,0.076633316844,120.020,47.352,-0.002,-0.001,-0.001,NaN,-0.024638,-0.044,0,0,17,0,0,0,0,0,0,0,70,2228233,1,0,0,0,1,0,0,101,2,2,80,0,0,0,0,1,1
384650800,2355,4,0,0,0,0.887346116343,0.076633316844,120.020,47.352,0.003,0.003,-0.003,NaN,-0.024643,-0.043,0,0,17,0,0,0,0,0,0,0,80,2228233,1,0,0,0,1,0,0,115,2,2,80,0,0,0,0,1,1
384650900,2355,4,0,0,0,0.887346116333,0.076633316776,120.020,47.352,0.004,0.003,-0.003,NaN,-0.024647,-0.043,0,0,17,0,0,0,0,0,0,0,90,2228233,1,0,0,0,1,0,0,106,2,2,80,0,0,0,0,1,1
384651000,2355,4,0,0,0,0.887346116349,0.076633316642,120.021,47.352,0.002,0.000,-0.003,NaN,-0.024651,-0.043,0,0,17,0,0,0,0,0,0,0,100,2228233,1,0,0,0,1,0,0,131,2,2,96,0,0,0,0,2,1
384651100,2355,4,0,0,0,0.887346116226,0.076633316648,120.018,47.352,0.001,-0.001,-0.004,NaN,-0.024655,-0.043,0,0,17,0,0,0,0,0,0,0,110,2228233,1,0,0,0,1,0,0,108,2,2,80,0,0,0,0,1,1
384651200,2355,4,0,0,0,0.887346116508,0.076633316813,120.018,47.352,0.000,0.001,-0.005,NaN,-0.024660,-0.043,0,0,17,0,0,0,0,0,0,0,120,2228233,1,0,0,0,1,0,0,121,2,2,80,0,0,0,0,1,1
384651300,2355,4,0,0,0,0.887346116537,0.076633316756,120.016,47.352,0.002,0.003,-0.004,NaN,-0.024664,-0.043,0,0,17,0,0,0,0,0,0,0,130,2228233,1,0,0,0,1,0,0,91,2,2,80,0,0,0,0,1,1
384651400,2355,4,0,0,0,0.887346116420,0.076633316776,120.016,47.352,-0.001,0.001,-0.004,NaN,-0.024668,-0.043,0,0,17,0,0,0,0,0,0,0,140,2228233,1,0,0,0,1,0,0,106,2,2,80,0,0,0,0,1,1
384651500,2355,4,0,0,0,0.887346116509,0.076633316738,120.016,47.352,-0.004,0.000,-0.003,NaN,-0.024673,-0.043,0,0,17,0,0,0,0,0,0,0,150,2228233,1,0,0,0,1,0,0,97,2,2,96,0,0,0,0,2,1
384651600,2355,4,0,0,0,0.887346116560,0.076633316686,120.017,47.352,-0.001,0.000,-0.002,NaN,-0.024677,-0.043,0,0,17,0,0,0,0,0,0,0,160,2228233,1,0,0,0,1,0,0,100,2,2,80,0,0,0,0,1,1
384651700,2355,4,0,0,0,0.887346116220,0.076633316756,120.019,47.352,-0.002,0.001,-0.001,NaN,-0.024681,-0.043,0,0,17,0,0,0,0,0,0,0,170,2228233,1,0,0,0,1,0,0,90,2,2,80,0,0,0,0,1,1
384651800,2355,4,0,0,0,0.887346116143,0.076633316582,120.021,47.352,-0.004,0.000,0.000,NaN,-0.024686,-0.044,0,0,17,0,0,0,0,0,0,0,180,2228233,1,0,0,0,1,0,0,95,2,2,80,0,0,0,0,1,1
384651900,2355,4,0,0,0,0.887346115954,0.076633316281,120.024,47.352,-0.004,-0.003,0.002,NaN,-0.024690,-0.043,0,0,17,0,0,0,0,0,0,0,190,2228233,1,0,0,0,1,0,0,88,2,2,80,0,0,0,0,1,1
384652000,2355,4,0,0,0,0.887346115914,0.076633316309,120.024,47.352,-0.005,-0.003,0.001,NaN,-0.024694,-0.043,0,0,17,0,0,0,0,0,0,0,200,2228233,1,0,0,0,1,0,0,111,2,2,96,0,0,0,0,2,1
384652100,2355,4,0,0,0,0.887346115890,0.076633316372,120.024,47.352,-0.005,-0.001,-0.001,NaN,-0.024699,-0.043,0,0,17,0,0,0,0,0,0,0,210,2228233,1,0,0,0,1,0,0,90,2,2,80,0,0,0,0,1,1
384652200,2355,4,0,0,0,0.887346115930,0.076633316412,120.023,47.352,-0.004,0.000,-0.001,NaN,-0.024703,-0.043,0,0,17,0,0,0,0,0,0,0,220,2228233,1,0,0,0,1,0,0,101,2,2,80,0,0,0,0,1,1
384652300,2355,4,0,0,0,0.887346115889,0.076633316572,120.020,47.352,-0.003,-0.001,-0.002,NaN,-0.024707,-0.043,0,0,17,0,0,0,0,0,0,0,230,2228233,1,0,0,0,1,0,0,89,2,2,80,0,0,0,0,1,1
384652400,2355,4,0,0,0,0.887346116057,0.076633316635,120.020,47.352,-0.002,-0.000,-0.001,NaN,-0.024712,-0.043,0,0,17,0,0,0,0,0,0,0,240,2228233,1,0,0,0,1,0,0,101,2,2,80,0,0,0,0,1,1
384652500,2355,4,0,0,0,0.887346116347,0.076633316785,120.020,47.352,0.001,0.002,-0.000,NaN,-0.024716,-0.043,0,0,17,0,0,0,0,0,0,0,250,2228233,1,0,0,0,1,0,0,90,2,2,96,0,0,0,0,2,1
384652600,2355,4,0,0,0,0.887346116061,0.076633316662,120.019,47.352,0.001,0.002,-0.001,NaN,-0.024720,-0.043,0,0,17,0,0,0,0,0,0,0,160,2228233,1,0,0,0,1,0,0,95,2,2,80,0,0,0,0,1,1
384652700,2355,4,0,0,0,0.887346115953,0.076633316636,120.022,47.352,-0.000,-0.001,0.001,NaN,-0.024725,-0.043,0,0,17,0,0,0,0,0,0,0,170,2228233,1,0,0,0,1,0,0,89,2,2,80,0,0,0,0,1,1
384652800,2355,4,0,0,0,0.887346115761,0.076633316640,120.022,47.352,-0.003,0.000,0.003,NaN,-0.024729,-0.043,0,0,17,0,0,0,0,0,0,0,180,2228233,1,0,0,0,1,0,0,102,2,2,80,0,0,0,0,1,1
384652900,2355,4,0,0,0,0.887346115658,0.076633316492,120.020,47.352,-0.004,0.001,-0.001,NaN,-0.024733,-0.043,0,0,17,0,0,0,0,0,0,0,190,2228233,1,0,0,0,1,0,0,86,2,2,80,0,0,0,0,1,1
384653000,2355,4,0,0,0,0.887346115565,0.076633316333,120.022,47.352,-0.002,-0.001,-0.001,NaN,-0.024738,-0.043,0,0,17,0,0,0,0,0,0,0,200,2228233,1,0,0,0,1,0,0,113,2,2,96,0,0,0,0,2,1
384653100,2355,4,0,0,0,0.887346115799,0.076633316171,120.024,47.352,-0.001,-0.002,0.003,NaN,-0.024742,-0.043,0,0,17,0,0,0,0,0,0,0,210,2228233,1,0,0,0,1,0,0,94,2,2,80,0,0,0,0,1,1
384653200,2355,4,0,0,0,0.887346115942,0.076633316277,120.023,47.352,0.002,-0.002,0.004,NaN,-0.024746,-0.043,0,0,17,0,0,0,0,0,0,0,220,2228233,1,0,0,0,1,0,0,100,2,2,80,0,0,0,0,1,1
384653300,2355,4,0,0,0,0.887346116120,0.076633316577,120.023,47.352,0.005,0.002,0.001,NaN,-0.024751,-0.043,0,0,17,0,0,0,0,0,0,0,230,2228233,1,0,0,0,1,0,0,92,2,2,80,0,0,0,0,1,1
384653400,2355,4,0,0,0,0.887346116090,0.076633316412,120.022,47.352,0.004,0.002,-0.002,NaN,-0.024755,-0.043,0,0,17,0,0,0,0,0,0,0,240,2228233,1,0,0,0,1,0,0,107,2,2,80,0,0,0,0,1,1
384653500,2355,4,0,0,0,0.887346116106,0.076633316299,120.025,47.352,0.000,-0.002,0.002,NaN,-0.024759,-0.043,0,0,17,0,0,0,0,0,0,0,250,2228233,1,0,0,0,1,0,0,97,2,2,96,0,0,0,0,2,1
384653600,2355,4,0,0,0,0.887346115991,0.076633316297,120.026,47.352,-0.003,-0.002,0.006,NaN,-0.024764,-0.043,0,0,17,0,0,0,0,0,0,0,160,2228233,1,0,0,0,1,0,0,95,2,2,80,0,0,0,0,1,1
384653700,2355,4,0,0,0,0.887346115897,0.076633316313,120.026,47.352,-0.001,-0.002,0.004,NaN,-0.024768,-0.043,0,0,17,0,0,0,0,0,0,0,170,2228233,1,0,0,0,1,0,0,95,2,2,80,0,0,0,0,1,1
384653800,2355,4,0,0,0,0.887346115834,0.076633316333,120.026,47.352,-0.001,-0.002,0.002,NaN,-0.024772,-0.044,0,0,17,0,0,0,0,0,0,0,180,2228233,1,0,0,0,1,0,0,105,2,2,80,0,0,0,0,1,1
384653900,2355,4,0,0,0,0.887346115987,0.076633316401,120.026,47.352,-0.001,-0.000,0.001,NaN,-0.024777,-0.043,0,0,17,0,0,0,0,0,0,0,190,2228233,1,0,0,0,1,0,0,92,2,2,80,0,0,0,0,1,1
384654000,2355,4,0,0,0,0.887346116302,0.076633316461,120.027,47.352,0.003,0.000,0.002,NaN,-0.024781,-0.043,0,0,17,0,0,0,0,0,0,0,200,2228233,1,0,0,0,1,0,0,111,2,2,96,0,0,0,0,2,1
384654100,2355,4,0,0,0,0.887346116300,0.076633316494,120.026,47.352,0.006,0.000,0.002,NaN,-0.024785,-0.043,0,0,17,0,0,0,0,0,0,0,210,2228233,1,0,0,0,1,0,0,92,2,2,80,0,0,0,0,1,1
384654200,2355,4,0,0,0,0.887346115961,0.076633316735,120.026,47.352,0.001,0.002,0.002,NaN,-0.024790,-0.043,0,0,17,0,0,0,0,0,0,0,220,2228233,1,0,0,0,1,0,0,105,2,2,80,0,0,0,0,1,1
384654300,2355,4,0,0,0,0.887346116094,0.076633316470,120.025,47.352,-0.003,0.002,0.002,NaN,-0.024794,-0.043,0,0,17,0,0,0,0,0,0,0,230,2228233,1,0,0,0,1,0,0,89,2,2,80,0,0,0,0,1,1
384654400,2355,4,0,0,0,0.887346116289,0.076633316450,120.023,47.352,-0.002,0.001,0.001,NaN,-0.024798,-0.043,0,0,17,0,0,0,0,0,0,0,240,2228233,1,0,0,0,1,0,0,98,2,2,80,0,0,0,0,1,1
384654500,2355,4,0,0,0,0.887346116325,0.076633316456,120.023,47.352,-0.001,0.001,-0.000,NaN,-0.024803,-0.043,0,0,17,0,0,0,0,0,0,0,250,2228233,1,0,0,0,1,0,0,92,2,2,96,0,0,0,0,2,1
384654600,2355,4,0,0,0,0.887346116542,0.076633316646,120.025,47.352,-0.000,0.002,0.002,NaN,-0.024807,-0.043,0,0,17,0,0,0,0,0,0,0,160,2228233,1,0,0,0,1,0,0,105,2,2,80,0,0,0,0,1,1
384654700,2355,4,0,0,0,0.887346116267,0.076633316611,120.022,47.352,-0.000,-0.000,-0.000,NaN,-0.024811,-0.043,0,0,17,0,0,0,0,0,0,0,170,2228233,1,0,0,0,1,0,0,101,2,2,80,0,0,0,0,1,1
384654800,2355,4,0,0,0,0.887346116286,0.076633316626,120.024,47.352,-0.002,-0.002,-0.003,NaN,-0.024816,-0.043,0,0,17,0,0,0,0,0,0,0,180,2228233,1,0,0,0,1,0,0,105,2,2,80,0,0,0,0,1,1
384654900,2355,4,0,0,0,0.887346116158,0.076633316726,120.023,47.352,-0.001,-0.002,-0.002,NaN,-0.024820,-0.043,0,0,17,0,0,0,0,0,0,0,190,2228233,1,0,0,0,1,0,0,92,2,2,80,0,0,0,0,1,1
384655000,2355,4,0,0,0,0.887346116398,0.076633316824,120.025,47.352,0.002,-0.002,-0.001,NaN,-0.024824,-0.043,0,0,17,0,0,0,0,0,0,0,200,2228233,1,0,0,0,1,0,0,116,2,2,96,0,0,0,0,2,1
384655100,2355,4,0,0,0,0.887346116232,0.076633316789,120.025,47.352,0.003,-0.001,0.002,NaN,-0.024829,-0.043,0,0,17,0,0,0,0,0,0,0,210,2228233,1,0,0,0,1,0,0,97,2,2,80,0,0,0,0,1,1
384655200,2355,4,0,0,0,0.887346116181,0.076633316787,120.024,47.352,0.001,0.000,0.002,NaN,-0.024833,-0.043,0,0,17,0,0,0,0,0,0,0,220,2228233,1,0,0,0,1,0,0,106,2,2,80,0,0,0,0,1,1
384655300,2355,4,0,0,0,0.887346115904,0.076633316823,120.021,47.352,0.000,0.001,-0.001,NaN,-0.024837,-0.043,0,0,17,0,0,0,0,0,0,0,230,2228233,1,0,0,0,1,0,0,90,2,2,80,0,0,0,0,1,1
384655400,2355,4,0,0,0,0.887346115948,0.076633316751,120.024,47.352,0.001,0.002,-0.002,NaN,-0.024842,-0.043,0,0,17,0,0,0,0,0,0,0,240,2228233,1,0,0,0,1,0,0,94,2,2,80,0,0,0,0,1,1
384655500,2355,4,0,0,0,0.887346115590,0.076633316458,120.022,47.352,-0.001,-0.002,-0.000,NaN,-0.024846,-0.043,0,0,17,0,0,0,0,0,0,0,250,2228233,1,0,0,0,1,0,0,88,2,2,96,0,0,0,0,2,1
384655600,2355,4,0,0,0,0.887346115819,0.076633316524,120.021,47.352,-0.001,-0.003,-0.001,NaN,-0.024850,-0.043,0,0,17,0,0,0,0,0,0,0,60,2228233,1,0,0,0,1,0,0,102,2,2,80,0,0,0,0,1,1
384655700,2355,4,0,0,0,0.887346115848,0.076633316397,120.023,47.352,0.001,-0.000,-0.001,NaN,-0.024855,-0.043,0,0,17,0,0,0,0,0,0,0,70,2228233,1,0,0,0,1,0,0,94,2,2,80,0,0,0,0,1,1
384655800,2355,4,0,0,0,0.887346115923,0.076633316401,120.022,47.352,0.001,-0.001,0.001,NaN,-0.024859,-0.043,0,0,17,0,0,0,0,0,0,0,80,2228233,1,0,0,0,1,0,0,101,2,2,80,0,0,0,0,1,1
